game_id,fold,player,player_id,team,opp,date,pri_min,gap_days,prev_gid,tier,ppg,team_margin
0022500455,3,Jalen Johnson,1630552,ATL,OKC,2025-12-30,36.08,2.0,22500435,2,24.866666666666667,-11.0
0022500454,3,Josh Hart,1628404,NYK,NOP,2025-12-30,33.36,5.0,22500009,3,14.266666666666667,5.0
0022500447,3,Kon Knueppel,1642851,CHA,MIL,2025-12-30,28.93,3.0,22500424,3,19.133333333333333,-10.0
0022500448,3,Kyshawn George,1642273,WAS,PHX,2025-12-30,34.07,3.0,22500425,3,13.666666666666666,-14.0
0022500451,3,RJ Barrett,1629628,TOR,ORL,2025-12-30,28.05,2.0,22500441,3,18.8,1.0
0022500460,3,Rui Hachimura,1629060,LAL,DET,2025-12-31,29.62,2.0,22500446,3,12.866666666666667,-22.0
0022500467,3,Josh Hart,1628404,NYK,SAS,2026-01-01,33.36,7.0,22500009,3,14.266666666666667,-2.0
0022500469,3,Kyshawn George,1642273,WAS,MIL,2026-01-01,34.07,5.0,22500425,3,13.666666666666666,1.0
0022500471,3,Michael Porter Jr.,1629008,BKN,HOU,2026-01-01,34.45,2.0,22500449,2,27.8,-24.0
0022500475,3,Lauri Markkanen,1628374,UTA,LAC,2026-01-02,38.6,2.0,22500459,2,24.933333333333337,-17.0
0022500484,3,Jimmy Butler,202710,GSW,OKC,2026-01-03,33.43,3.0,22500462,3,19.133333333333333,-37.0
0022500480,3,Josh Giddey,1630581,CHI,ORL,2026-01-03,29.01,4.0,22500452,3,17.733333333333334,7.0
0022500477,3,Kyshawn George,1642273,WAS,BKN,2026-01-03,34.07,7.0,22500425,3,13.666666666666666,20.0
0022500477,3,Michael Porter Jr.,1629008,BKN,WAS,2026-01-03,34.45,4.0,22500449,2,27.8,-20.0
0022500481,3,Moussa Diabate,1631217,CHA,MIL,2026-01-03,31.8,3.0,22500462,3,6.333333333333333,-1.0
0022500485,3,Rui Hachimura,1629060,LAL,MEM,2026-01-03,29.62,5.0,22500446,3,12.866666666666667,7.0
0022500482,3,Trey Murphy III,1630530,NOP,POR,2026-01-03,33.94,2.0,22500466,2,20.666666666666668,-13.0
0022500489,3,Josh Giddey,1630581,CHI,CHA,2026-01-04,29.01,5.0,22500452,3,17.733333333333334,-13.0
0022500492,3,Jusuf Nurkić,203994,UTA,GSW,2026-01-04,29.19,4.0,22500459,3,12.2,-9.0
0022500489,3,Moussa Diabate,1631217,CHA,CHI,2026-01-04,31.8,4.0,22500462,3,6.333333333333333,13.0
0022500496,3,Nic Claxton,1629651,BKN,DEN,2026-01-04,28.76,3.0,22500471,3,12.866666666666667,12.0
0022500497,3,Saddiq Bey,1630180,NOP,MIA,2026-01-04,31.96,3.0,22500466,3,18.533333333333335,-19.0
0022500501,3,Ja Morant,1629630,MEM,LAL,2026-01-05,29.13,2.0,22500485,3,18.133333333333333,-6.0
0022500501,3,Rui Hachimura,1629060,LAL,MEM,2026-01-05,29.62,7.0,22500446,3,12.866666666666667,6.0
0022500507,3,Jamal Murray,1627750,DEN,PHI,2026-01-06,37.21,2.0,22500496,2,28.133333333333333,1.0
0022500508,3,James Harden,201935,LAC,GSW,2026-01-06,34.02,2.0,22500493,1,22.866666666666667,1.0
0022500503,3,Josh Giddey,1630581,CHI,BOS,2026-01-06,29.01,7.0,22500452,3,17.733333333333334,-14.0
0022500510,3,Bennedict Mathurin,1631097,IND,CLE,2026-01-07,29.16,4.0,22500476,3,14.6,-4.0
0022500510,3,Donovan Mitchell,1628378,CLE,IND,2026-01-07,32.66,3.0,22500494,1,29.666666666666668,4.0
0022500512,3,Ja Morant,1629630,MEM,SAS,2026-01-07,29.13,4.0,22500485,3,18.133333333333333,1.0
0022500515,3,P.J. Washington,1629023,DAL,SAC,2026-01-07,28.33,3.0,22500491,3,15.2,2.0
0022500514,3,Saddiq Bey,1630180,NOP,LAL,2026-01-07,31.96,6.0,22500466,3,18.533333333333335,-8.0
0022500516,3,Brandon Miller,1641706,CHA,TOR,2026-01-08,33.83,2.0,22500506,2,21.666666666666668,-1.0
0022500524,3,Ja Morant,1629630,MEM,PHX,2026-01-08,29.13,5.0,22500485,3,18.133333333333333,-19.0
0022500523,3,LeBron James,2544,LAL,SAS,2026-01-08,33.51,1.0,22500514,1,22.533333333333335,-16.0
0022500519,3,Onyeka Okongwu,1630168,ATL,NOP,2026-01-08,31.83,2.0,22500504,3,15.266666666666667,17.0
0022500519,3,Trey Murphy III,1630530,NOP,ATL,2026-01-08,36.95,1.0,22500514,2,22.4,-17.0
0022500528,3,Bennedict Mathurin,1631097,IND,CHA,2026-01-09,29.16,6.0,22500476,3,14.6,2.0
0022500531,3,Jusuf Nurkić,203994,UTA,DAL,2026-01-09,32.41,1.0,22500525,3,13.533333333333331,2.0
0022500531,3,P.J. Washington,1629023,DAL,UTA,2026-01-09,28.33,5.0,22500491,3,15.2,-2.0
0022500532,3,Scottie Barnes,1630567,TOR,BOS,2026-01-10,33.19,2.0,22500516,1,16.933333333333334,-8.0
